Day,Pair,Gross_flow,Net_flow,FX_rate
37,F->A,163.404,-19.465,1.16818
37,F->B,57.147,-8.841,1.01784
37,F->C,57.36,4.306,0.88456
37,F->D,101.038,2.863,0.81879
37,F->E,25.194,-2.003,1.13198
37,F->G,80.137,-6.42,1.17967
37,F->H,207.392,5.011,1.05895
37,G->A,98.491,1.765,0.85662
37,G->B,1.376,-1.983,1.08193
37,G->C,47.218,-4.586,1.05601
37,G->D,51.696,4.215,1.02701
37,G->E,127.552,-24.906,1.16763
37,G->F,60.904,0.243,0.98477
37,G->H,14.236,0.12,1.0981
37,H->A,73.741,11.074,1.0567
37,H->B,77.294,-2.395,1.07049
37,H->C,57.708,4.749,1.08332
37,H->D,39.877,9.045,0.75997
37,H->E,213.564,-4.748,0.95336
37,H->F,118.038,-4.816,0.94248
37,H->G,119.55,8.289,0.92725
38,A->B,60.001,-6.729,1.13643
38,A->C,49.357,-1.883,0.83291
38,A->D,20.588,-0.977,1.15763
38,A->E,94.438,-13.858,1.15002
38,A->F,112.819,6.065,0.67901
38,A->G,67.28,0.78,0.80155
38,A->H,119.329,-23.741,0.94721
38,B->A,24.857,3.809,0.91858
38,B->C,35.431,7.272,1.01029
38,B->D,83.375,-7.747,0.87228
38,B->E,47.214,0.374,1.14369
38,B->F,107.043,-6.479,1.07948
38,B->G,101.943,2.332,0.98823
38,B->H,55.156,-7.061,1.13843
38,C->A,35.572,-0.501,1.01731
38,C->B,60.809,0.675,0.8931
38,C->D,105.75,-5.746,1.05766
38,C->E,110.575,24.673,0.86304
38,C->F,54.381,-1.539,1.08988
38,C->G,27.807,-3.07,0.95815
38,C->H,33.446,-6.328,1.01445
38,D->A,92.009,-4.167,0.91689
38,D->B,62.234,13.592,1.20569
38,D->C,62.132,-1.544,1.0019
38,D->E,34.668,-0.418,0.9446
38,D->F,44.696,10.571,0.97477
38,D->G,113.601,12.593,1.09632
38,D->H,91.898,-12.122,1.07372
38,E->A,50.966,7.806,0.99608
38,E->B,84.286,-2.562,1.00356
38,E->C,92.675,4.147,1.35039
38,E->D,177.769,-13.743,0.91588
38,E->F,44.685,2.09,0.91674
38,E->G,88.194,16.81,0.88164
38,E->H,113.561,-27.993,1.06138
38,F->A,170.727,25.474,1.17131
38,F->B,51.486,-5.815,1.01132
38,F->C,56.369,-0.031,0.88107
38,F->D,115.146,-10.404,0.81687
38,F->E,24.81,-9.295,1.13255
38,F->G,91.234,-6.419,1.19144
38,F->H,209.383,13.488,1.05127
38,G->A,93.999,15.267,0.854
38,G->B,13.563,-3.177,1.08481
38,G->C,53.323,-2.707,1.05095
38,G->D,56.602,-4.393,1.0161
38,G->E,136.94,1.354,1.16458
38,G->F,71.828,4.527,0.98736
38,G->H,23.546,3.558,1.10446
38,H->A,69.513,1.375,1.0577
38,H->B,76.628,-17.795,1.05392
38,H->C,64.068,-7.77,1.08413
38,H->D,33.388,-1.654,0.75928
38,H->E,222.785,1.642,0.94816
38,H->F,125.405,-3.524,0.9337
38,H->G,136.503,-11.131,0.93041
39,A->B,61.472,2.869,1.13709
39,A->C,43.313,-2.104,0.83437
39,A->D,22.301,-0.821,1.16162
39,A->E,80.965,8.929,1.1472
39,A->F,108.093,-14.665,0.68071
39,A->G,63.333,-18.779,0.79995
39,A->H,118.361,4.817,0.93912
39,B->A,38.708,-3.068,0.91683
39,B->C,44.584,5.267,1.00748
39,B->D,76.814,-9.489,0.87115
39,B->E,56.034,0.938,1.14051
39,B->F,114.804,-10.049,1.07456
39,B->G,92.945,6.546,0.99815
39,B->H,60.276,-2.675,1.14447
39,C->A,28.445,-2.844,1.01179
39,C->B,41.555,2.364,0.89083
39,C->D,92.68,-3.01,1.05642
39,C->E,102.871,-6.995,0.85667
39,C->F,61.82,6.369,1.10302
39,C->G,13.971,-2.578,0.95872
39,C->H,22.571,-3.48,1.0155
39,D->A,97.886,24.248,0.91181
39,D->B,60.442,-5.043,1.20253
39,D->C,62.127,-11.347,1.0001
39,D->E,40.691,-5.789,0.94238
39,D->F,33.465,3.762,0.97363
39,D->G,113.441,12.61,1.09424
39,D->H,104.845,-2.842,1.07961
39,E->A,49.363,-1.713,0.99506
39,E->B,75.917,4.09,0.99943
39,E->C,249.712,-16.787,1.34787
39,E->D,172.613,18.586,0.91036
39,E->F,31.533,4.576,0.92011
39,E->G,243.753,19.319,0.88443
39,E->H,116.702,2.215,1.06351
39,F->A,,3.447,1.16112
39,F->B,50.208,2.763,1.00153
39,F->C,58.398,-8.176,0.88547
39,F->D,95.056,-1.984,0.82033
39,F->E,30.563,-5.581,1.14162
39,F->G,88.016,-2.265,1.17587
39,F->H,210.767,31.047,1.05575
39,G->A,89.415,21.004,0.85105
39,G->B,20.594,-2.165,1.09045
39,G->C,31.777,0.218,1.05422
39,G->D,47.782,-6.277,1.01103
39,G->E,131.147,2.621,1.15888
39,G->F,58.181,6.332,0.99002
39,G->H,30.895,1.276,1.10818
39,H->A,71.647,9.093,1.05884
39,H->B,76.333,-7.128,1.05557
39,H->C,48.343,-5.315,1.09259
39,H->D,36.746,3.531,0.76374
39,H->E,210.11,42.083,0.95223
39,H->F,114.04,17.043,0.94063
39,H->G,126.403,28.485,0.92696
40,A->B,52.032,-1.187,1.1371
40,A->C,43.438,0.794,0.83211
40,A->D,20.684,0.134,1.1632
40,A->E,77.232,9.979,1.15467
40,A->F,315.896,-16.548,0.68217
40,A->G,70.652,-2.135,0.7965
40,A->H,107.601,19.657,0.94414
40,B->A,26.469,4.86,0.91824
40,B->C,38.043,6.197,1.01297
40,B->D,73.367,-8.784,0.87237
40,B->E,49.038,6.062,1.13791
40,B->F,99.01,-14.741,1.07166
40,B->G,96.294,20.718,1.00572
40,B->H,51.865,0.782,1.14783
40,C->A,29.311,1.073,1.01819
40,C->B,47.034,-0.943,0.8878
40,C->D,84.652,-3.286,1.05771
40,C->E,99.96,-2.556,0.85689
40,C->F,51.605,3.041,1.09883
40,C->G,17.426,-6.39,0.95705
40,C->H,25.533,1.481,1.01757
40,D->A,89.792,20.009,0.9094
40,D->B,54.948,-2.279,1.19975
40,D->C,52.685,1.633,0.99211
40,D->E,34.605,6.928,0.94678
40,D->F,31.703,8.783,0.96619
40,D->G,112.66,-2.827,1.09255
40,D->H,91.01,4.545,1.07163
40,E->A,50.148,8.685,0.99399
40,E->B,74.021,-3.38,0.99807
40,E->C,76.794,-6.163,1.35078
40,E->D,156.089,18.965,0.90835
40,E->F,99.897,-0.329,0.92055
40,E->G,84.533,0.995,0.87997
40,E->H,112.604,-15.58,1.06756
40,F->A,153.221,11.673,1.17387
40,F->B,37.849,1.601,1.01043
40,F->C,52.393,6.461,0.87979
40,F->D,101.414,1.909,0.81949
40,F->E,19.531,-3.549,1.12873
40,F->G,81.921,-7.335,1.17003
40,F->H,191.672,-27.608,1.05608
40,G->A,86.068,-16.206,0.85396
40,G->B,8.438,-4.619,1.09675
40,G->C,,1.688,1.04488
40,G->D,52.531,-3.859,1.01237
40,G->E,124.366,9.329,1.14904
40,G->F,66.683,7.353,0.99447
40,G->H,19.142,4.528,1.11761
40,H->A,73.687,2.454,1.05678
40,H->B,74.066,-8.856,1.061
40,H->C,42.027,7.372,1.08403
40,H->D,42.403,0.111,0.76281
40,H->E,210.119,17.085,0.95869
40,H->F,105.045,5.723,0.93889
40,H->G,121.509,1.947,0.92929
41,A->B,25.374,-0.685,1.12282
41,A->C,33.153,-3.901,0.82695
41,A->D,11.8,-0.366,1.16124
41,A->E,38.77,3.812,1.14543
41,A->F,56.196,-10.19,0.67884
41,A->G,31.948,-4.791,0.79638
41,A->H,63.736,-0.209,0.93988
41,B->A,14.37,-0.147,0.92702
41,B->C,14.667,4.048,1.01657
41,B->D,31.705,-2.282,0.87467
41,B->E,21.619,-0.882,1.1314
41,B->F,48.735,-3.113,1.06667
41,B->G,48.024,-8.732,1.0026
41,B->H,37.757,-2.216,1.15072
41,C->A,9.598,-2.257,1.02417
41,C->B,26.037,2.297,0.88167
41,C->D,51.625,1.206,1.06016
41,C->E,56.791,-3.118,0.86153
41,C->F,27.447,1.658,1.09841
41,C->G,16.033,-2.011,0.94904
41,C->H,10.462,-4.046,1.02267
41,D->A,48.852,10.449,0.91192
41,D->B,23.191,3.753,1.20268
41,D->C,27.835,1.805,0.98303
41,D->E,25.971,-0.746,0.95271
41,D->F,23.911,4.094,0.96848
41,D->G,68.235,-9.6,1.09739
41,D->H,39.228,-4.335,1.08283
41,E->A,20.886,4.247,0.99278
41,E->B,42.74,-4.34,0.99198
41,E->C,36.084,-7.824,1.34327
41,E->D,83.603,-8.47,0.90625
41,E->F,18.041,1.541,0.91946
41,E->G,44.118,14.451,0.88399
41,E->H,57.189,2.884,1.06024
41,F->A,88.515,5.303,1.1789
41,F->B,22.542,-1.481,1.01562
41,F->C,97.164,-0.144,0.88013
41,F->D,50.87,0.631,0.81933
41,F->E,10.09,-1.139,1.13047
41,F->G,46.876,-1.962,1.17038
41,F->H,108.437,13.095,1.05603
41,G->A,44.681,6.85,0.8586
41,G->B,4.438,-2.201,1.09884
41,G->C,25.026,-1.922,1.05476
41,G->D,21.4,2.971,1.02165
41,G->E,74.918,3.271,1.15093
41,G->F,30.84,4.249,1.00175
41,G->H,13.254,0.217,1.11028
41,H->A,34.852,2.363,1.05356
41,H->B,40.053,-5.133,1.05916
41,H->C,28.167,-0.609,1.08815
41,H->D,14.81,4.658,0.76173
41,H->E,110.505,0.504,0.95867
41,H->F,53.01,11.039,0.94262
41,H->G,60.323,7.071,0.94878
42,A->B,28.883,-2.445,1.12842
42,A->C,11.058,1.643,0.82672
42,A->D,3.207,-1.513,1.15764
42,A->E,29.041,2.617,1.14923
42,A->F,,-5.239,0.68029
42,A->G,26.502,-2.802,0.79665
42,A->H,44.084,4.504,0.94491
42,B->A,11.509,-1.219,0.9184
42,B->C,9.534,2.515,1.02249
42,B->D,24.832,2.661,0.87531
42,B->E,19.627,-6.995,1.12545
42,B->F,38.709,-5.957,1.06478
42,B->G,38.748,-0.724,0.9988
42,B->H,25.798,0.755,1.15031
42,C->A,8.323,-1.563,1.02215
42,C->B,20.991,1.782,0.88034
42,C->D,40.183,3.972,1.0698
42,C->E,44.486,1.533,0.86131
42,C->F,19.577,2.488,1.09954
42,C->G,9.111,-3.387,0.94628
42,C->H,21.549,-1.228,1.0301
42,D->A,48.802,-0.572,0.90829
42,D->B,25.644,1.812,1.1991
42,D->C,28.332,1.053,0.9753
42,D->E,19.385,-1.146,0.95231
42,D->F,16.713,2.87,0.96586
42,D->G,40.631,-0.157,1.09076
42,D->H,35.367,-1.115,1.06901
42,E->A,14.393,4.111,0.98983
42,E->B,32.222,3.714,1.00432
42,E->C,44.477,0.886,1.35385
42,E->D,74.722,-13.521,0.90758
42,E->F,16.425,-1.248,0.91943
42,E->G,31.108,5.18,0.8836
42,E->H,49.187,5.622,1.0654
42,F->A,63.463,-3.585,1.17068
42,F->B,16.598,-3.067,1.0145
42,F->C,21.476,-2.129,0.87513
42,F->D,45.294,4.553,0.82481
42,F->E,11.83,-2.207,1.13232
42,F->G,40.192,-4.489,1.16695
42,F->H,84.681,-12.011,1.06014
42,G->A,38.316,3.02,0.85851
42,G->B,4.144,-1.724,1.09889
42,G->C,21.446,0.049,1.06831
42,G->D,35.072,-0.274,1.0213
42,G->E,50.578,1.947,1.14821
42,G->F,35.009,0.623,0.99568
42,G->H,10.577,1.505,1.11291
42,H->A,29.71,0.885,1.05298
42,H->B,26.966,-1.183,1.05999
42,H->C,29.879,1.164,1.08582
42,H->D,17.529,-1.507,0.76631
42,H->E,93.351,-5.983,0.95871
42,H->F,50.772,1.277,0.93467
42,H->G,57.113,1.666,0.94782
43,A->B,59.643,-2.307,1.13103
43,A->C,48.848,3.26,0.83311
43,A->D,18.046,-1.966,1.1565
43,A->E,87.394,11.21,1.15548
43,A->F,104.689,20.545,0.67909
43,A->G,61.531,-8.551,0.79561
43,A->H,118.248,-13.059,0.95007
43,B->A,29.698,0.267,0.92105
43,B->C,36.033,3.982,1.01438
43,B->D,73.965,2.344,0.87573
43,B->E,48.91,-0.314,1.12578
43,B->F,100.929,-0.762,1.07775
43,B->G,89.37,0.249,0.99396
43,B->H,52.299,-2.282,1.14465
43,C->A,34.37,-0.694,1.03015
43,C->B,60.764,2.959,0.88061
43,C->D,92.002,-4.623,1.07295
43,C->E,103.859,2.873,0.86375
43,C->F,50.657,15.734,1.1004
43,C->G,26.099,-4.513,0.94255
43,C->H,30.194,-4.223,1.03092
43,D->A,90.023,14.781,0.90855
43,D->B,58.359,-4.364,1.18847
43,D->C,49.061,-0.005,0.97335
43,D->E,30.375,-5.277,0.95087
43,D->F,40.332,3.049,0.96383
43,D->G,115.882,-13.886,1.08316
43,D->H,83.43,-15.236,1.06999
43,E->A,51.96,-0.967,0.99554
43,E->B,71.523,-20.505,0.99863
43,E->C,70.894,-0.444,1.34628
43,E->D,166.03,16.805,0.90966
43,E->F,48.506,-3.136,0.91701
43,E->G,81.689,9.752,0.87444
43,E->H,117.621,-22.369,1.06676
43,F->A,153.745,7.583,1.1645
43,F->B,48.128,-1.893,1.01526
43,F->C,67.224,8.764,0.86222
43,F->D,99.228,-7.243,0.82371
43,F->E,29.747,-3.943,1.12704
43,F->G,80.899,-7.529,1.17953
43,F->H,190.821,7.781,1.06431
43,G->A,89.568,-5.037,0.86551
43,G->B,,-5.714,1.09634
43,G->C,38.365,-5.013,1.05978
43,G->D,43.775,-3.689,1.02329
43,G->E,125.84,10.992,1.14377
43,G->F,56.378,4.195,0.99584
43,G->H,19.854,4.419,1.12453
43,H->A,69.459,0.934,1.05448
43,H->B,73.435,4.948,1.06151
43,H->C,52.341,0.489,1.08433
43,H->D,36.678,-0.547,0.7667
43,H->E,206.09,-9.611,0.95802
43,H->F,114.51,-1.813,0.92533
43,H->G,112.142,5.666,0.94122
44,A->B,50.042,0.58,1.12874
44,A->C,40.102,-2.11,0.82541
44,A->D,16.997,-4.482,1.16096
44,A->E,77.613,-2.766,1.14912
44,A->F,110.825,-10.109,0.67878
44,A->G,58.471,-9.589,0.79143
44,A->H,112.396,11.491,0.95445
44,B->A,32.505,-0.274,0.92798
44,B->C,34.025,7.111,1.00793
44,B->D,75.441,6.928,0.8856
44,B->E,,0.084,1.11733
44,B->F,113.698,-17.855,1.07624
44,B->G,94.539,-3.658,0.98934
44,B->H,53.005,1.405,1.14015
44,C->A,,-3.017,1.0247
44,C->B,54.612,0.343,0.88007
44,C->D,94.68,-7.616,1.06892
44,C->E,112.443,-4.884,0.86152
44,C->F,56.4,1.119,1.10336
44,C->G,20.562,-5.784,0.94147
44,C->H,33.151,-6.271,1.02698
44,D->A,96.495,8.672,0.90459
44,D->B,59.119,16.494,1.18627
44,D->C,58.332,-1.551,0.96919
44,D->E,34.194,2.668,0.95134
44,D->F,29.059,9.669,0.9596
44,D->G,112.777,11.787,1.09326
44,D->H,94.491,13.363,1.05874
44,E->A,37.758,0.328,1.00478
44,E->B,82.276,-1.393,0.99923
44,E->C,88.45,0.492,1.34875
44,E->D,168.439,26.85,0.91027
44,E->F,37.068,-0.314,0.91765
44,E->G,89.396,-0.958,0.87085
44,E->H,116.144,-10.925,1.07318
44,F->A,159.984,12.485,1.16775
44,F->B,57.621,-5.529,1.01985
44,F->C,57.864,2.956,0.86551
44,F->D,104.328,-6.891,0.82906
44,F->E,28.997,-7.558,1.11623
44,F->G,266.193,-6.776,1.1714
44,F->H,197.25,5.154,1.06185
44,G->A,95.083,7.662,0.86403
44,G->B,1.01,-3.507,1.09716
44,G->C,40.783,-4.523,1.06373
44,G->D,51.592,-4.67,1.01855
44,G->E,135.402,10.109,1.14244
44,G->F,66.983,-0.197,0.99369
44,G->H,22.806,5.503,1.12057
44,H->A,66.773,2.461,1.04519
44,H->B,76.819,-3.624,1.06199
44,H->C,44.774,0.929,1.08493
44,H->D,37.689,0.038,0.76405
44,H->E,211.986,-21.398,0.95772
44,H->F,115.558,17.57,0.92516
44,H->G,125.273,-2.414,0.93809
45,A->B,59.074,1.597,1.13551
45,A->C,41.831,3.51,0.82037
45,A->D,24.554,-3.725,1.16237
45,A->E,92.062,-10.362,1.15191
45,A->F,108.324,-16.303,0.67624
45,A->G,54.988,-9.577,0.78823
45,A->H,119.575,-16.541,0.94906
45,B->A,26.493,-0.529,0.92432
45,B->C,43.792,5.059,1.00459
45,B->D,86.83,-3.338,0.89099
45,B->E,59.706,-1.44,1.11201
45,B->F,107.254,5.813,1.07043
45,B->G,294.091,2.259,0.99396
45,B->H,60.422,13.72,1.13633
45,C->A,30.119,-0.883,1.02241
45,C->B,56.472,8.9,0.88032
45,C->D,104.285,0.874,1.06557
45,C->E,110.849,6.929,0.86894
45,C->F,51.183,-0.575,1.10784
45,C->G,20.665,-2.672,0.93398
45,C->H,33.752,-5.524,1.02639
45,D->A,99.161,15.941,0.91098
45,D->B,60.629,12.421,1.18881
45,D->C,63.558,-0.815,0.97119
45,D->E,25.881,5.494,0.94993
45,D->F,38.417,2.778,0.95607
45,D->G,133.252,6.287,1.09942
45,D->H,98.129,-2.049,1.061
45,E->A,56.219,7.88,1.00512
45,E->B,72.785,-0.758,1.00051
45,E->C,90.079,2.243,1.34067
45,E->D,186.78,-5.427,0.91278
45,E->F,43.644,5.719,0.924
45,E->G,84.268,23.402,0.8742
45,E->H,126.989,17.83,1.06736
45,F->A,166.805,-11.466,1.16648
45,F->B,43.115,-4.267,1.02393
45,F->C,61.08,-8.207,0.86106
45,F->D,106.823,-11.672,0.82869
45,F->E,34.348,-6.025,1.1173
45,F->G,88.311,14.749,1.16153
45,F->H,216.274,27.343,1.06641
45,G->A,107.016,-5.511,0.87323
45,G->B,9.327,-4.878,1.08649
45,G->C,39.049,3.428,1.06257
45,G->D,53.075,-1.292,1.01498
45,G->E,132.503,-5.116,1.14576
45,G->F,72.745,-3.342,0.98898
45,G->H,22.643,1.253,1.12926
45,H->A,85.24,0.821,1.03992
45,H->B,78.793,21.02,1.06368
45,H->C,52.568,3.29,1.07588
45,H->D,38.404,4.584,0.76263
45,H->E,232.466,-34.977,0.96125
45,H->F,118.887,0.908,0.92468
45,H->G,126.165,-2.059,0.93455
46,A->B,59.651,5.78,1.13952
46,A->C,42.034,-3.515,0.82706
46,A->D,33.65,-3.563,1.15512
46,A->E,92.246,-0.8,1.14697
46,A->F,114.845,-6.831,0.66992
46,A->G,62.058,-3.651,0.79563
46,A->H,118.619,-11.116,0.94771
46,B->A,20.981,3.777,0.91713
46,B->C,47.896,3.767,0.99675
46,B->D,75.187,-2.117,0.88697
46,B->E,53.875,-10.509,1.10878
46,B->F,103.267,-8.823,1.06717
46,B->G,99.182,4.749,0.99518
46,B->H,58.034,-2.301,1.13821
46,C->A,32.985,-7.394,1.02837
46,C->B,61.428,0.909,0.88351
46,C->D,100.247,12.193,1.07035
46,C->E,105.362,-12.172,0.86282
46,C->F,56.575,-2.423,1.10534
46,C->G,20.123,-3.134,0.93556
46,C->H,20.728,4.109,1.034
46,D->A,92.607,-2.112,0.90502
46,D->B,61.688,0.098,1.18694
46,D->C,58.721,1.753,0.97309
46,D->E,36.037,-5.659,0.94254
46,D->F,31.411,5.857,0.95982
46,D->G,125.848,2.848,1.08918
46,D->H,97.843,-9.459,1.06072
46,E->A,46.796,1.008,0.99923
46,E->B,68.346,6.29,0.99962
46,E->C,85.717,9.78,1.33871
46,E->D,173.457,6.361,0.91846
46,E->F,33.008,0.931,0.9205
46,E->G,75.708,21.202,0.87133
46,E->H,117.049,-17.304,1.06738
46,F->A,161.598,-16.285,1.16091
46,F->B,56.23,-5.807,1.02238
46,F->C,57.3,2.48,0.85735
46,F->D,112.533,17.411,0.82916
46,F->E,25.075,-5.391,1.11676
46,F->G,87.164,-4.525,1.15969
46,F->H,195.148,31.016,1.06713
46,G->A,89.788,-5.519,0.86873
46,G->B,10.261,-3.565,1.0737
46,G->C,41.588,-3.418,1.05908
46,G->D,54.3,-4.449,1.01263
46,G->E,137.995,7.072,1.13835
46,G->F,60.291,-9.981,0.9882
46,G->H,25.231,-1.469,1.12958
46,H->A,69.708,-0.271,1.02434
46,H->B,230.005,3.236,1.06131
46,H->C,55.671,-6.529,1.07
46,H->D,37.138,1.886,0.76008
46,H->E,208.212,5.572,0.95763
46,H->F,119.578,-18.301,0.9242
46,H->G,358.378,-22.571,0.94012
47,A->B,54.088,-6.849,1.14066
47,A->C,37.986,0.101,0.82134
47,A->D,17.866,-3.013,1.15701
47,A->E,82.638,6.181,1.15321
47,A->F,,4.293,0.67258
47,A->G,53.06,1.101,0.79968
47,A->H,116.729,-14.127,0.94865
47,B->A,30.585,-2.982,0.91517
47,B->C,37.791,5.204,0.99267
47,B->D,87.434,-0.33,0.88179
47,B->E,50.988,-7.605,1.11352
47,B->F,104.682,3.642,1.08003
47,B->G,89.834,24.701,1.00416
47,B->H,51.963,-3.898,1.13376
47,C->A,29.561,1.043,1.01985
47,C->B,50.076,0.449,0.88069
47,C->D,91.244,4.768,1.06571
47,C->E,99.763,-3.302,0.86177
47,C->F,47.452,5.461,1.10273
47,C->G,26.051,-5.003,0.94213
47,C->H,34.128,-3.837,1.04581
47,D->A,86.89,7.449,0.91368
47,D->B,61.654,-3.566,1.18223
47,D->C,58.585,2.365,0.98294
47,D->E,43.776,0.79,0.94038
47,D->F,36.323,5.225,0.94963
47,D->G,114.861,14.766,1.0902
47,D->H,93.413,-10.628,1.06533
47,E->A,50.084,8.135,1.00434
47,E->B,66.458,2.576,1.00169
47,E->C,84.152,1.17,1.33969
47,E->D,162.85,0.336,0.92129
47,E->F,39.997,-0.235,0.91387
47,E->G,82.041,-5.643,0.87917
47,E->H,116.722,-2.936,1.0624
47,F->A,164.05,-7.346,1.17094
47,F->B,42.152,-6.347,1.0265
47,F->C,51.939,0.308,0.86272
47,F->D,99.429,-0.577,0.82951
47,F->E,24.62,-4.07,1.12558
47,F->G,80.181,-9.677,1.17119
47,F->H,196.278,-7.103,1.0618
47,G->A,85.421,14.687,0.86869
47,G->B,15.904,-4.595,1.07855
47,G->C,40.416,-0.098,1.05542
47,G->D,42.911,1.227,1.00777
47,G->E,123.953,-5.377,1.13761
47,G->F,73.203,-7.119,0.98398
47,G->H,24.184,2.1,1.13854
47,H->A,65.402,3.539,1.02278
47,H->B,79.173,-3.088,1.06825
47,H->C,55.548,-8.642,1.06895
47,H->D,40.348,1.395,0.76218
47,H->E,198.306,32.915,0.95093
47,H->F,108.366,0.705,0.92176
47,H->G,115.244,-4.973,0.94587
48,A->B,28.875,1.262,1.14268
48,A->C,16.966,2.722,0.82351
48,A->D,8.129,-0.958,1.15583
48,A->E,45.09,1.983,1.15382
48,A->F,58.575,13.85,0.67655
48,A->G,16.459,1.17,0.80283
48,A->H,56.522,0.561,0.94823
48,B->A,20.365,0.872,0.91897
48,B->C,,4.949,1.00205
48,B->D,32.062,3.889,0.87936
48,B->E,39.723,1.98,1.10781
48,B->F,53.929,5.107,1.08444
48,B->G,44.286,1.871,1.00505
48,B->H,29.988,-3.572,1.13188
48,C->A,17.682,1.008,1.01925
48,C->B,25.087,0.959,0.87607
48,C->D,55.501,8.804,1.07496
48,C->E,47.212,6.208,0.85879
48,C->F,31.187,-4.032,1.09581
48,C->G,10.689,-2.972,0.93206
48,C->H,9.197,-4.925,1.03832
48,D->A,42.532,3.754,0.91256
48,D->B,30.976,3.503,1.17615
48,D->C,31.091,3.928,0.97229
48,D->E,24.919,0.438,0.94619
48,D->F,25.429,1.2,0.9622
48,D->G,63.633,-6.356,1.09656
48,D->H,57.048,3.108,1.06093
48,E->A,24.226,0.24,1.00452
48,E->B,41.306,-8.659,0.99673
48,E->C,,-7.282,1.34255
48,E->D,83.121,-6.165,0.92303
48,E->F,23.831,0.104,0.90545
48,E->G,39.915,-2.188,0.87948
48,E->H,61.545,-7.92,1.06903
48,F->A,90.888,-2.481,1.16917
48,F->B,14.133,-2.394,1.02352
48,F->C,21.233,0.721,0.86363
48,F->D,62.821,0.834,0.82961
48,F->E,17.73,-1.834,1.12802
48,F->G,57.068,-4.981,1.17798
48,F->H,,-6.431,1.06487
48,G->A,56.335,6.922,0.87561
48,G->B,10.434,-2.691,1.07926
48,G->C,22.912,-0.929,1.05414
48,G->D,21.479,-1.702,1.00393
48,G->E,68.316,3.494,1.13944
48,G->F,39.502,-1.402,0.99002
48,G->H,12.735,0.901,1.14164
48,H->A,27.01,4.268,1.02087
48,H->B,39.796,3.982,1.06935
48,H->C,91.841,-3.186,1.06723
48,H->D,16.967,-1.321,0.76021
48,H->E,102.101,5.605,0.94094
48,H->F,60.847,8.319,0.92165
48,H->G,52.894,-2.391,0.95399
49,A->B,28.079,2.346,1.14219
49,A->C,22.555,1.279,0.82064
49,A->D,2.975,-0.021,1.15667
49,A->E,37.959,1.627,1.15345
49,A->F,44.258,-1.786,0.67498
49,A->G,20.35,3.396,0.8011
49,A->H,41.171,-3.017,0.94551
49,B->A,12.333,0.087,0.92388
49,B->C,17.592,5.328,1.00292
49,B->D,27.093,-1.374,0.87889
49,B->E,21.068,-2.354,1.11121
49,B->F,46.307,-8.185,1.07648
49,B->G,38.136,6.51,1.00114
49,B->H,25.141,-1.649,1.14317
49,C->A,11.57,0.016,1.02556
49,C->B,28.745,2.843,0.88035
49,C->D,46.312,4.581,1.08341
49,C->E,33.77,-5.25,0.8571
49,C->F,17.424,-0.943,1.09329
49,C->G,11.12,-1.559,0.93628
49,C->H,3.749,-2.219,1.03821
49,D->A,45.487,2.39,0.90837
49,D->B,28.029,5.029,1.17004
49,D->C,25.99,-0.69,0.96992
49,D->E,15.774,1.314,0.93906
49,D->F,15.551,1.197,0.96665
49,D->G,45.353,-11.02,1.09573
49,D->H,127.278,6.256,1.06142
49,E->A,19.417,-3.196,1.01272
49,E->B,35.533,-3.764,0.99829
49,E->C,33.572,-2.58,1.34322
49,E->D,77.159,-12.663,0.92515
49,E->F,16.809,2.343,0.90989
49,E->G,37.892,1.781,0.87751
49,E->H,59.639,-8.503,1.0689
49,F->A,64.052,-8.903,1.16114
49,F->B,18.164,1.448,1.01977
49,F->C,29.595,-3.333,0.86056
49,F->D,41.515,-3.43,0.83135
49,F->E,6.542,-2.298,1.12923
49,F->G,37.759,-5.128,1.189
49,F->H,87.83,0.275,1.05691
49,G->A,40.503,2.124,0.87016
49,G->B,14.365,-2.229,1.08289
49,G->C,27.502,-0.783,1.0607
49,G->D,22.974,-0.721,1.01084
49,G->E,177.156,6.626,1.14631
49,G->F,26.255,2.672,0.99107
49,G->H,10.266,1.369,1.14012
49,H->A,33.128,3.394,1.0268
49,H->B,38.967,0.373,1.07965
49,H->C,34.427,-5.772,1.07063
49,H->D,17.543,-1.609,0.7592
49,H->E,91.159,-6.628,0.94221
49,H->F,42.213,1.82,0.92411
49,H->G,60.866,3.75,0.96685
50,A->B,47.814,-0.536,1.14507
50,A->C,37.67,-2.836,0.81841
50,A->D,17.352,-2.632,1.15997
50,A->E,72.54,-7.362,1.15521
50,A->F,111.746,18.785,0.67286
50,A->G,66.418,2.173,0.79767
50,A->H,113.145,-13.215,0.9445
50,B->A,38.844,-0.548,0.93079
50,B->C,34.805,10.734,1.00385
50,B->D,71.148,7.622,0.88243
50,B->E,56.767,-6.381,1.11376
50,B->F,102.28,1.923,1.07916
50,B->G,96.508,7.043,1.00416
50,B->H,54.96,5.638,1.14355
50,C->A,22.034,-0.439,1.0236
50,C->B,48.149,6.129,0.8806
50,C->D,93.632,7.191,1.09111
50,C->E,100.961,-9.818,0.85799
50,C->F,36.104,5.216,1.09839
50,C->G,22.844,-5.204,0.94225
50,C->H,26.421,-6.551,1.03979
50,D->A,92.107,-9.812,0.90232
50,D->B,162.379,15.895,1.17066
50,D->C,56.034,13.883,0.96537
50,D->E,44.9,1.769,0.93651
